Year,Trap,Date,CO2 Trap,Bird,Egg
2012,3,4/22/2012,5,0,NA
2012,3,4/28/2012,4,0,NA
2012,3,5/1/2012,8,0,NA
2012,3,5/10/2012,10,0,NA
2012,3,5/11/2012,NA,NA,NA
2012,3,5/17/2012,0,0,NA
2012,3,5/18/2012,0,0,NA
2012,3,5/26/2012,0,0,NA
2012,3,5/31/2012,0,0,NA
2012,3,6/1/2012,0,0,NA
2012,3,6/6/2012,0,0,NA
2012,3,6/7/2012,0,0,NA
2012,3,6/14/2012,0,0,NA
2012,3,6/15/2012,0,0,NA
2012,3,6/22/2012,0,0,NA
2012,4,3/25/2012,NA,NA,NA
2012,4,3/31/2012,0,0,NA
2012,4,4/1/2012,0,0,NA
2012,4,4/5/2012,0,0,NA
2012,4,4/6/2012,0,0,NA
2012,4,4/12/2012,5,0,NA
2012,4,4/13/2012,1,0,NA
2012,4,4/18/2012,12,0,NA
2012,4,4/22/2012,0,0,NA
2012,4,4/28/2012,NA,NA,NA
2012,4,5/1/2012,0,0,NA
2012,4,5/10/2012,0,0,NA
2012,4,5/11/2012,3,0,NA
2012,4,5/17/2012,1,0,NA
2012,4,5/18/2012,0,0,NA
2012,4,5/26/2012,0,0,NA
2012,4,5/31/2012,0,0,NA
2012,4,6/1/2012,0,0,NA
2012,4,6/6/2012,0,0,NA
2012,4,6/7/2012,0,0,NA
2012,4,6/14/2012,0,0,NA
2012,4,6/15/2012,0,0,NA
2012,4,6/22/2012,0,0,NA
2013,1,4/17/2013,0,0,0
2013,1,4/21/2013,0,0,0
2013,1,4/25/2013,0,0,0
2013,1,4/28/2013,0,0,0
2013,1,5/2/2013,0,0,0
2013,1,5/7/2013,225,0,0
2013,1,5/8/2013,5282,0,0
2013,1,5/14/2013,24611,59,2
2013,1,5/17/2013,NA,NA,NA
2013,1,5/22/2013,NA,NA,NA
2013,1,5/25/2013,795,0,0
2013,1,5/26/2013,1029,0,0
2013,1,6/1/2013,73168,6,0
2013,1,6/2/2013,46133,2,0
2013,1,6/7/2013,14142,0,0
2013,1,6/8/2013,12975,3,0
2013,1,6/9/2013,NA,NA,NA
2013,1,6/12/2013,20446,0,0
2013,1,6/14/2013,735,0,0
2013,1,6/19/2013,376,0,0
2013,1,6/20/2013,15,0,0
2013,1,6/28/2013,28,0,0
2013,1,6/29/2013,0,0,0
2013,1,7/5/2013,0,0,0
2013,2,4/17/2013,0,0,0
2013,2,4/21/2013,NA,NA,NA
2013,2,4/25/2013,0,0,0
2013,2,4/28/2013,0,0,0
2013,2,5/2/2013,0,0,0
2013,2,5/7/2013,285,0,0
2013,2,5/8/2013,242,0,0
2013,2,5/14/2013,6979,14,0
2013,2,5/17/2013,27474,19,6
2013,2,5/22/2013,13138,0,0
2013,2,5/25/2013,5872,0,0
2013,2,5/26/2013,2193,7,1
2013,2,6/1/2013,12352,0,0
2013,2,6/2/2013,4664,0,0
2013,2,6/7/2013,24,0,0
2013,2,6/8/2013,NA,NA,NA
2013,2,6/9/2013,NA,NA,NA
2013,2,6/12/2013,3712,1,0
2013,2,6/14/2013,448,1,0
2013,2,6/19/2013,35,0,0
2013,2,6/20/2013,0,0,0
2013,2,6/28/2013,NA,NA,NA
2013,2,6/29/2013,0,0,0
2013,2,7/5/2013,0,0,0
2013,3,4/17/2013,NA,NA,NA
2013,3,4/21/2013,0,0,0
2013,3,4/25/2013,0,0,0
2013,3,4/28/2013,0,0,0
2013,3,5/2/2013,NA,NA,NA
2013,3,5/7/2013,72,0,0
2013,3,5/8/2013,153,0,0
2013,3,5/14/2013,16628,137,17
2013,3,5/17/2013,37549,2,0
2013,3,5/22/2013,19862,35,0
2013,3,5/25/2013,15471,1,0
2013,3,5/26/2013,23598,60,4
2013,3,6/1/2013,85228,11,0
2013,3,6/2/2013,52984,0,0
2013,3,6/7/2013,826,5,0
2013,3,6/8/2013,2016,5,0
2013,3,6/9/2013,NA,NA,NA
2013,3,6/12/2013,1422,7,0
2013,3,6/14/2013,736,0,0
2013,3,6/19/2013,NA,NA,NA
2013,3,6/20/2013,154,1,0
2013,3,6/28/2013,0,0,0
2013,3,6/29/2013,0,0,0
2013,3,7/5/2013,0,0,0
2013,4,4/17/2013,0,0,0
2013,4,4/21/2013,0,0,0
2013,4,4/25/2013,0,0,0
2013,4,4/28/2013,0,0,0
2013,4,5/2/2013,0,0,0
2013,4,5/7/2013,106,0,0
2013,4,5/8/2013,2436,0,0
2013,4,5/14/2013,23276,31,5
2013,4,5/17/2013,1594,0,0
2013,4,5/22/2013,NA,NA,NA
2013,4,5/25/2013,28958,1,0
2013,4,5/26/2013,3224,1,0
2013,4,6/1/2013,NA,NA,NA
2013,4,6/2/2013,24,0,0
2013,4,6/7/2013,6344,0,0
2013,4,6/8/2013,1756,2,1
2013,4,6/9/2013,NA,NA,NA
2013,4,6/12/2013,12521,2,0
2013,4,6/14/2013,211,0,0
2013,4,6/19/2013,19,0,0
2013,4,6/20/2013,48,0,0
2013,4,6/28/2013,0,0,0
2013,4,6/29/2013,0,0,0
2013,4,7/5/2013,0,0,0
