Species,Trap,4/2/2009,4/3/2009,4/4/2009,4/5/2009,4/6/2009,4/7/2009,4/8/2009,4/9/2009,4/10/2009,4/11/2009,4/12/2009,4/13/2009,4/14/2009,4/15/2009,4/16/2009,4/17/2009,4/18/2009,4/19/2009,4/20/2009,4/21/2009,4/22/2009,4/23/2009,4/24/2009,4/25/2009,4/26/2009,4/27/2009,4/28/2009,4/29/2009,4/30/2009,5/1/2009,5/2/2009,5/3/2009,5/4/2009,5/5/2009,5/6/2009,5/7/2009,5/8/2009,5/9/2009,5/10/2009,5/11/2009,5/12/2009,5/13/2009,5/14/2009,5/15/2009,5/16/2009,5/17/2009,5/18/2009,5/19/2009,5/20/2009,5/21/2009,5/22/2009,5/23/2009,5/24/2009,5/25/2009,5/26/2009,5/27/2009,5/28/2009,5/29/2009,5/30/2009,5/31/2009,6/1/2009,6/2/2009,6/3/2009,6/4/2009,6/5/2009,6/6/2009,6/7/2009,6/8/2009,6/9/2009,6/10/2009,6/11/2009,6/12/2009,6/13/2009,6/14/2009,6/15/2009,6/16/2009,6/17/2009,6/18/2009,6/19/2009,6/20/2009,6/21/2009,6/22/2009,6/23/2009,6/24/2009,6/25/2009,6/26/2009,6/27/2009,6/28/2009,6/29/2009,6/30/2009,7/1/2009,7/2/2009
S.johannseni,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,NA,22,NA,98,21,30,6,NA,NA,0,4,19,NA,NA,30,NA,NA,NA,NA,574,NA,1506,NA,NA,140,NA,34,0,NA,NA,NA,2,1,21,0,NA,0,NA,0,NA,0,4,0,0,11,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.johannseni,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,1,2,24,52,147,190,97,39,63,NA,NA,0,0,6,NA,NA,158,7,NA,NA,NA,75,300,516,997,NA,167,51,62,NA,7,NA,NA,NA,0,6,2,4,1,NA,NA,1,2,1,1,1,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.johannseni,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,2,1137,21,137,409,593,143,NA,NA,NA,0,48,65,NA,NA,532,37,1,NA,NA,941,526,5343,1025,NA,NA,NA,200,7,112,NA,NA,3,18,19,NA,0,0,NA,0,8,6,20,3,0,3,4,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.johannseni,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,1,5,7,7,35,386,62,193,54,NA,NA,0,0,41,NA,NA,175,89,4,NA,NA,NA,NA,834,1101,NA,176,NA,182,1,10,NA,NA,5,15,8,0,6,1,NA,4,0,9,10,4,3,0,1,NA,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.annulus,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,7,31,NA,1,0,1,286,21,442,31,321,716,392,55,439,NA,NA,0,NA,29,NA,NA,76,NA,1,NA,NA,9,NA,NA,120,NA,0,0,0,0,0,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.annulus,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,4,36,2,1,0,8,18,44,6,NA,12,NA,51,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628,17,NA,24,NA,9,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.annulus,3,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,5,30,0,0,0,1341,1944,20574,65,103,94,304,918,812,NA,NA,0,5,146,NA,NA,120,352,2,NA,NA,630,0,276,60,NA,NA,0,0,0,0,NA,NA,0,0,NA,0,0,0,NA,1,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.annulus,4,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,8,NA,0,0,0,4,10,NA,28,NA,164,186,36,10,NA,NA,1,41,12,NA,NA,6,NA,NA,NA,NA,11,NA,337,NA,NA,2,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.annulus,5,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,1,NA,0,0,0,7,15,62,5,18,26,27,11,4,NA,NA,1,1,7,NA,NA,9,0,NA,NA,NA,10,7,1193,151,NA,4,1,3,NA,1,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.annulus,6,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,4,37,NA,3,NA,7,195,56,5415,84,169,626,265,38,NA,NA,NA,0,171,91,NA,NA,100,5,0,NA,NA,35,23,1620,154,NA,NA,NA,2,1,0,NA,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.annulus,7,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,2,NA,NA,0,0,0,5,5,11,2,51,83,12,16,3,NA,NA,4,0,5,NA,NA,109,0,0,NA,NA,NA,NA,149,114,NA,2,NA,6,0,0,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabanidae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,1,0,0,0,2,NA,NA,0,0,1,10,6,9,NA,0,0,0,5,9,7,3,10,NA,NA,11,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabanidae,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,1,NA,NA,0,3,NA,6,0,4,NA,0,0,0,2,1,8,14,10,NA,NA,8,6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabanidae,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,1,0,0,1,NA,NA,1,3,NA,10,6,2,NA,0,0,0,0,14,2,18,0,NA,NA,10,31,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabanidae,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,2,NA,0,0,NA,NA,NA,5,4,7,4,NA,1,NA,0,NA,0,4,1,11,15,NA,NA,NA,5,3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabanidae,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,1,0,NA,1,NA,NA,NA,0,11,10,12,3,NA,NA,0,0,2,3,4,10,2,NA,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabanidae,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,2,NA,NA,3,0,5,NA,0,0,NA,0,0,0,19,24,21,12,5,NA,NA,17,12,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabanidae,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,1,NA,0,NA,0,0,0,NA,NA,3,12,2,1,4,7,NA,0,0,0,5,1,8,9,10,NA,NA,6,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicoides,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,2,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,1,0,1,1,1,0,0,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicoides,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,0,0,0,NA,NA,0,2,NA,0,0,0,NA,0,1,0,0,0,0,0,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicoides,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,6,NA,NA,6,0,1,2,NA,NA,0,2,NA,3,0,0,NA,1,10,4,2,0,0,0,0,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicoides,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,NA,NA,1,NA,0,0,NA,NA,NA,2,1,2,2,NA,0,NA,0,NA,1,2,0,0,0,1,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicoides,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,0,0,1,0,NA,0,1,0,NA,0,NA,NA,NA,0,1,1,0,0,NA,NA,0,4,0,0,1,2,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicoides,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,1,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,1,NA,0,1,5,0,0,0,6,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicoides,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,NA,NA,1,0,0,NA,NA,NA,NA,0,2,NA,0,NA,0,0,0,NA,NA,1,0,0,0,2,1,NA,0,4,1,0,0,2,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mosquitoes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,564,1061,161,1,NA,NA,99,209,NA,0,2,0,0,0,0,114,11,208,77,55,83,NA,NA,16,NA,45,NA,NA,37,NA,0,NA,NA,4,NA,NA,692,NA,85,10,51,1,0,NA,NA,54,0,63,44,2,1,NA,0,0,0,3,212,15,430,452,NA,NA,31,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mosquitoes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,467,275,456,148,2,NA,NA,174,39,9,0,2,5,1,0,0,25,NA,12,NA,26,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,NA,22,NA,22,2,17,NA,NA,0,55,NA,9,0,0,NA,0,0,8,14,21,18,78,108,NA,NA,28,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mosquitoes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,133,173,295,1062,339,NA,NA,424,351,1,480,1662,521,620,252,192,74,449,179,902,735,0,NA,NA,49,148,36,NA,NA,48,94,6,NA,NA,9,375,162,246,NA,NA,137,274,83,101,NA,NA,4,183,NA,59,4,43,NA,21,103,70,69,39,267,149,272,NA,NA,446,148,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mosquitoes,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,19,6,5,0,NA,NA,15,18,NA,0,4,1,8,0,NA,1,NA,8,101,6,3,NA,NA,0,0,2,NA,NA,0,NA,NA,NA,NA,0,NA,14,NA,NA,137,NA,26,3,NA,NA,NA,112,88,367,7,NA,0,NA,0,NA,58,241,0,141,199,NA,NA,NA,24,22,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mosquitoes,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,248,125,168,44,0,NA,NA,NA,7,NA,0,8,0,3,0,0,30,0,16,40,175,75,NA,NA,1,20,8,NA,NA,6,0,NA,NA,NA,0,0,32,78,NA,7,3,1,NA,29,NA,NA,NA,0,42,15,3,NA,NA,NA,0,22,1,9,3,73,6,NA,NA,82,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mosquitoes,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,179,93,0,2,NA,NA,27,2,NA,1,NA,1,0,0,18,2,5,7,12,9,NA,NA,NA,1,0,1,NA,NA,5,0,0,NA,NA,1,0,132,275,NA,NA,NA,6,2,10,NA,NA,110,270,141,NA,0,NA,NA,0,37,110,105,272,1132,558,10,NA,NA,14,0,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mosquitoes,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,84,NA,NA,0,5,0,4,0,0,1,2,57,4,62,35,NA,NA,4,17,11,NA,NA,10,3,2,NA,NA,NA,NA,9,215,NA,28,NA,38,12,10,NA,NA,109,68,33,3,1,3,NA,1,2,2,4,5,4,28,37,NA,NA,19,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
